TF	file	PeakCount
SydhTfbsK562CmycIfna30	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.narrowPeak	1914
SydhTfbsK562CmycIfna6h	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.narrowPeak	3385
SydhTfbsK562CmycIfng30	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.narrowPeak	14718
SydhTfbsK562CmycIfng6h	peakSeq.optimal.wgEncodeSydhTfbsK562CmycIfng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.narrowPeak	6647
SydhTfbsK562Cmyc	peakSeq.optimal.wgEncodeSydhTfbsK562CmycStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	3324
SydhTfbsK562Gtf2b	peakSeq.optimal.wgEncodeSydhTfbsK562Gtf2bStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	1098
SydhTfbsK562Gtf2f1rapIggrab	peakSeq.optimal.wgEncodeSydhTfbsK562Gtf2f1rapIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	2237
SydhTfbsK562Hmgn3	peakSeq.optimal.wgEncodeSydhTfbsK562Hmgn3StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	6672
SydhTfbsK562Ini1Iggmus	peakSeq.optimal.wgEncodeSydhTfbsK562Ini1IggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.narrowPeak	452
SydhTfbsK562Irf1Ifna30	peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.narrowPeak	521
SydhTfbsK562Irf1Ifng6h	peakSeq.optimal.wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.narrowPeak	6925
SydhTfbsK562Jund	peakSeq.optimal.wgEncodeSydhTfbsK562JundStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	346
SydhTfbsK562Mafkab50322Iggrab	peakSeq.optimal.wgEncodeSydhTfbsK562Mafkab50322IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	17343
SydhTfbsK562Max	peakSeq.optimal.wgEncodeSydhTfbsK562MaxStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	1918
SydhTfbsK562Mxi1bhlhIggrab	peakSeq.optimal.wgEncodeSydhTfbsK562Mxi1bhlhIggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	4709
SydhTfbsK562Nelfe	peakSeq.optimal.wgEncodeSydhTfbsK562NelfeStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	298
SydhTfbsK562Nfe2	peakSeq.optimal.wgEncodeSydhTfbsK562Nfe2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	1227
SydhTfbsK562Nfya	peakSeq.optimal.wgEncodeSydhTfbsK562NfyaStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	6941
SydhTfbsK562Nfyb	peakSeq.optimal.wgEncodeSydhTfbsK562NfybStdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	7962
SydhTfbsK562Nrf1Iggrab	peakSeq.optimal.wgEncodeSydhTfbsK562Nrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	2783
SydhTfbsK562P300f4Iggrab	peakSeq.optimal.wgEncodeSydhTfbsK562P300f4IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	1733
SydhTfbsK562Pol2Ifna30	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.narrowPeak	7673
SydhTfbsK562Pol2Ifna6h	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.narrowPeak	8093
SydhTfbsK562Pol2Ifng30	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.narrowPeak	11086
SydhTfbsK562Pol2Ifng6h	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.narrowPeak	10583
SydhTfbsK562Pol2Iggmus	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2IggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.narrowPeak	4793
SydhTfbsK562Pol2s2	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2s2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	475
SydhTfbsK562Pol2	peakSeq.optimal.wgEncodeSydhTfbsK562Pol2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	11569
SydhTfbsK562Pol3	peakSeq.optimal.wgEncodeSydhTfbsK562Pol3StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	81
SydhTfbsK562Rad21	peakSeq.optimal.wgEncodeSydhTfbsK562Rad21StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	12761
SydhTfbsK562Rpc155	peakSeq.optimal.wgEncodeSydhTfbsK562Rpc155StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	746
SydhTfbsK562Sirt6	peakSeq.optimal.wgEncodeSydhTfbsK562Sirt6StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	447
SydhTfbsK562Smc3ab9263Iggrab	peakSeq.optimal.wgEncodeSydhTfbsK562Smc3ab9263IggrabAlnRep0_vs_wgEncodeSydhTfbsK562InputIggrabAlnRep1.narrowPeak	17195
SydhTfbsK562Stat1Ifna30	peakSeq.optimal.wgEncodeSydhTfbsK562Stat1Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.narrowPeak	258
SydhTfbsK562Stat1Ifna6h	peakSeq.optimal.wgEncodeSydhTfbsK562Stat1Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.narrowPeak	344
SydhTfbsK562Stat1Ifng30	peakSeq.optimal.wgEncodeSydhTfbsK562Stat1Ifng30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng30StdAlnRep1.narrowPeak	890
SydhTfbsK562Stat1Ifng6h	peakSeq.optimal.wgEncodeSydhTfbsK562Stat1Ifng6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfng6hStdAlnRep1.narrowPeak	699
SydhTfbsK562Stat2Ifna30	peakSeq.optimal.wgEncodeSydhTfbsK562Stat2Ifna30StdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna30StdAlnRep1.narrowPeak	427
SydhTfbsK562Stat2Ifna6h	peakSeq.optimal.wgEncodeSydhTfbsK562Stat2Ifna6hStdAlnRep0_vs_wgEncodeSydhTfbsK562InputIfna6hStdAlnRep1.narrowPeak	610
SydhTfbsK562Tal1sc12984Iggmus	peakSeq.optimal.wgEncodeSydhTfbsK562Tal1sc12984IggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.narrowPeak	18570
SydhTfbsK562TbpIggmus	peakSeq.optimal.wgEncodeSydhTfbsK562TbpIggmusAlnRep0_vs_wgEncodeSydhTfbsK562InputIggmusAlnRep0.narrowPeak	13058
SydhTfbsK562Tf3c110	peakSeq.optimal.wgEncodeSydhTfbsK562Tf3c110StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	1381
SydhTfbsK562Usf2	peakSeq.optimal.wgEncodeSydhTfbsK562Usf2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	1214
SydhTfbsK562Xrcc4	peakSeq.optimal.wgEncodeSydhTfbsK562Xrcc4StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.narrowPeak	15
SydhTfbsMcf10aesPol2Etoh01	peakSeq.optimal.wgEncodeSydhTfbsMcf10aesPol2Etoh01StdAlnRep0_vs_wgEncodeSydhTfbsMcf10aesInputUcdAlnRep1.narrowPeak	18744
SydhTfbsMcf10aesPol2Tam	peakSeq.optimal.wgEncodeSydhTfbsMcf10aesPol2TamStdAlnRep0_vs_wgEncodeSydhTfbsMcf10aesInputUcdAlnRep1.narrowPeak	17433
SydhTfbsMcf10aesStat3Etoh01b	peakSeq.optimal.wgEncodeSydhTfbsMcf10aesStat3Etoh01bStdAlnRep0_vs_wgEncodeSydhTfbsMcf10aesInputEtoh01bStdAlnRep1.narrowPeak	41355
SydhTfbsMcf10aesStat3Etoh01c	peakSeq.optimal.wgEncodeSydhTfbsMcf10aesStat3Etoh01cStdAlnRep0_vs_wgEncodeSydhTfbsMcf10aesInputEtoh01cStdAlnRep1.narrowPeak	32291
SydhTfbsMcf10aesStat3Etoh01	peakSeq.optimal.wgEncodeSydhTfbsMcf10aesStat3Etoh01StdAlnRep0_vs_wgEncodeSydhTfbsMcf10aesInputUcdAlnRep1.narrowPeak	19391
SydhTfbsMcf10aesStat3Tam	peakSeq.optimal.wgEncodeSydhTfbsMcf10aesStat3TamStdAlnRep0_vs_wgEncodeSydhTfbsMcf10aesInputUcdAlnRep1.narrowPeak	42570
SydhTfbsMcf7Hae2f1Ucd	peakSeq.optimal.wgEncodeSydhTfbsMcf7Hae2f1UcdAlnRep0_vs_wgEncodeSydhTfbsMcf7InputUcdAlnRep0.narrowPeak	13373
SydhTfbsNb4Cmyc	peakSeq.optimal.wgEncodeSydhTfbsNb4CmycStdAlnRep0_vs_wgEncodeSydhTfbsNb4InputStdAlnRep1.narrowPeak	15149
SydhTfbsNb4Max	peakSeq.optimal.wgEncodeSydhTfbsNb4MaxStdAlnRep0_vs_wgEncodeSydhTfbsNb4InputStdAlnRep1.narrowPeak	23118
SydhTfbsNb4Pol2	peakSeq.optimal.wgEncodeSydhTfbsNb4Pol2StdAlnRep0_vs_wgEncodeSydhTfbsNb4InputStdAlnRep1.narrowPeak	11624
SydhTfbsNt2d1Suz12Ucd	peakSeq.optimal.wgEncodeSydhTfbsNt2d1Suz12UcdAlnRep0_vs_wgEncodeSydhTfbsNt2d1InputUcdAlnRep1.narrowPeak	917
SydhTfbsNt2d1Yy1Ucd	peakSeq.optimal.wgEncodeSydhTfbsNt2d1Yy1UcdAlnRep0_vs_wgEncodeSydhTfbsNt2d1InputUcdAlnRep1.narrowPeak	3385
SydhTfbsNt2d1Znf274Ucd	peakSeq.optimal.wgEncodeSydhTfbsNt2d1Znf274UcdAlnRep0_vs_wgEncodeSydhTfbsNt2d1InputUcdAlnRep1.narrowPeak	735
SydhTfbsPbdeGata1Ucd	peakSeq.optimal.wgEncodeSydhTfbsPbdeGata1UcdAlnRep0_vs_wgEncodeSydhTfbsPbdeInputUcdAlnRep1.narrowPeak	13368
SydhTfbsPbdePol2Ucd	peakSeq.optimal.wgEncodeSydhTfbsPbdePol2UcdAlnRep0_vs_wgEncodeSydhTfbsPbdeInputUcdAlnRep1.narrowPeak	8974
SydhTfbsRajiPol2Ucd	peakSeq.optimal.wgEncodeSydhTfbsRajiPol2UcdAlnRep0_vs_wgEncodeSydhTfbsRajiInputUcdAlnRep1.narrowPeak	12641
SydhTfbsShsy5yGata2Ucd	peakSeq.optimal.wgEncodeSydhTfbsShsy5yGata2UcdAlnRep0_vs_wgEncodeSydhTfbsShsy5yInputUcdAlnRep1.narrowPeak	27972
SydhTfbsTrexhek293Znf263Ucd	peakSeq.optimal.wgEncodeSydhTfbsTrexhek293Znf263UcdAlnRep0_vs_wgEncodeSydhTfbsThek293InputUcdAlnRep1.narrowPeak	22633
SydhTfbsU2osKap1Ucd	peakSeq.optimal.wgEncodeSydhTfbsU2osKap1UcdAlnRep0_vs_wgEncodeSydhTfbsU2osInputUcdAlnRep1.narrowPeak	11397
SydhTfbsU2osSetdb1Ucd	peakSeq.optimal.wgEncodeSydhTfbsU2osSetdb1UcdAlnRep0_vs_wgEncodeSydhTfbsU2osInputUcdAlnRep1.narrowPeak	20541
UchicagoTfbsK562EfosControl	peakSeq.optimal.wgEncodeUchicagoTfbsK562EfosControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.narrowPeak	5963
UchicagoTfbsK562Egata2Control	peakSeq.optimal.wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.narrowPeak	6214
UchicagoTfbsK562Ehdac8Control	peakSeq.optimal.wgEncodeUchicagoTfbsK562Ehdac8ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.narrowPeak	543
UchicagoTfbsK562EjunbControl	peakSeq.optimal.wgEncodeUchicagoTfbsK562EjunbControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.narrowPeak	11106
UchicagoTfbsK562EjundControl	peakSeq.optimal.wgEncodeUchicagoTfbsK562EjundControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.narrowPeak	15120
UchicagoTfbsK562Enr4a1Control	peakSeq.optimal.wgEncodeUchicagoTfbsK562Enr4a1ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.narrowPeak	89
Ag04449Ctcf	peakSeq.optimal.wgEncodeUwTfbsAg04449CtcfStdAlnRep0_vs_wgEncodeUwTfbsAg04449InputStdAlnRep1.narrowPeak	23678
Ag04450Ctcf	peakSeq.optimal.wgEncodeUwTfbsAg04450CtcfStdAlnRep1_vs_wgEncodeUwTfbsAg04450InputStdAlnRep1.narrowPeak	29362
Ag09309Ctcf	peakSeq.optimal.wgEncodeUwTfbsAg09309CtcfStdAlnRep0_vs_wgEncodeUwTfbsAg09309InputStdAlnRep1.narrowPeak	34756
Ag09319Ctcf	peakSeq.optimal.wgEncodeUwTfbsAg09319CtcfStdAlnRep0_vs_wgEncodeUwTfbsAg09319InputStdAlnRep1.narrowPeak	43838
Ag10803Ctcf	peakSeq.optimal.wgEncodeUwTfbsAg10803CtcfStdAlnRep0_vs_wgEncodeUwTfbsAg10803InputStdAlnRep1.narrowPeak	44519
AoafCtcf	peakSeq.optimal.wgEncodeUwTfbsAoafCtcfStdAlnRep0_vs_wgEncodeUwTfbsAoafInputStdAlnRep1.narrowPeak	35035
BjCtcf	peakSeq.optimal.wgEncodeUwTfbsBjCtcfStdAlnRep0_vs_wgEncodeUwTfbsBjInputStdAlnRep1.narrowPeak	39514
Caco2Ctcf	peakSeq.optimal.wgEncodeUwTfbsCaco2CtcfStdAlnRep0_vs_wgEncodeUwTfbsCaco2InputStdAlnRep1.narrowPeak	44103
Gm06990Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm06990CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm06990InputStdAlnRep1.narrowPeak	49836
Gm12801Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12801CtcfStdAlnRep1_vs_wgEncodeUwTfbsGm12801InputStdAlnRep1.narrowPeak	817
Gm12864Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12864CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12864InputStdAlnRep1.narrowPeak	33397
Gm12865Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12865CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12865InputStdAlnRep1.narrowPeak	31265
Gm12872Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12872CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12872InputStdAlnRep1.narrowPeak	32017
Gm12873Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12873CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12873InputStdAlnRep1.narrowPeak	34357
Gm12874Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12874CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12874InputStdAlnRep1.narrowPeak	33158
Gm12875Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12875CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12875InputStdAlnRep1.narrowPeak	31031
Gm12878Ctcf	peakSeq.optimal.wgEncodeUwTfbsGm12878CtcfStdAlnRep0_vs_wgEncodeUwTfbsGm12878InputStdAlnRep1.narrowPeak	33115
HaspCtcf	peakSeq.optimal.wgEncodeUwTfbsHaspCtcfStdAlnRep1_vs_wgEncodeUwTfbsHaspInputStdAlnRep1.narrowPeak	31777
HbmecCtcf	peakSeq.optimal.wgEncodeUwTfbsHbmecCtcfStdAlnRep0_vs_wgEncodeUwTfbsHbmecInputStdAlnRep1.narrowPeak	11949
HcfaaCtcf	peakSeq.optimal.wgEncodeUwTfbsHcfaaCtcfStdAlnRep1_vs_wgEncodeUwTfbsHcfaaInputStdAlnRep1.narrowPeak	36088
HcpeCtcf	peakSeq.optimal.wgEncodeUwTfbsHcpeCtcfStdAlnRep0_vs_wgEncodeUwTfbsHcpeInputStdAlnRep1.narrowPeak	50830
HeeCtcf	peakSeq.optimal.wgEncodeUwTfbsHeeCtcfStdAlnRep0_vs_wgEncodeUwTfbsHeeInputStdAlnRep1.narrowPeak	28783
Hek293Ctcf	peakSeq.optimal.wgEncodeUwTfbsHek293CtcfStdAlnRep0_vs_wgEncodeUwTfbsHek293InputStdAlnRep1.narrowPeak	40553
Helas3Ctcf	peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.narrowPeak	34106
Hepg2Ctcf	peakSeq.optimal.wgEncodeUwTfbsHepg2CtcfStdAlnRep0_vs_wgEncodeUwTfbsHepg2InputStdAlnRep1.narrowPeak	41921
Hl60Ctcf	peakSeq.optimal.wgEncodeUwTfbsHl60CtcfStdAlnRep1_vs_wgEncodeUwTfbsHl60InputStdAlnRep1.narrowPeak	14874
HmecCtcf	peakSeq.optimal.wgEncodeUwTfbsHmecCtcfStdAlnRep1_vs_wgEncodeUwTfbsHmecInputStdAlnRep1.narrowPeak	38672
HmfCtcf	peakSeq.optimal.wgEncodeUwTfbsHmfCtcfStdAlnRep0_vs_wgEncodeUwTfbsHmfInputStdAlnRep1.narrowPeak	43368
HpafCtcf	peakSeq.optimal.wgEncodeUwTfbsHpafCtcfStdAlnRep0_vs_wgEncodeUwTfbsHpafInputStdAlnRep1.narrowPeak	50582
HpfCtcf	peakSeq.optimal.wgEncodeUwTfbsHpfCtcfStdAlnRep0_vs_wgEncodeUwTfbsHpfInputStdAlnRep1.narrowPeak	41135
HreCtcf	peakSeq.optimal.wgEncodeUwTfbsHreCtcfStdAlnRep0_vs_wgEncodeUwTfbsHreInputStdAlnRep1.narrowPeak	45926
HrpeCtcf	peakSeq.optimal.wgEncodeUwTfbsHrpeCtcfStdAlnRep1_vs_wgEncodeUwTfbsHrpeInputStdAlnRep1.narrowPeak	36679
HuvecCtcf	peakSeq.optimal.wgEncodeUwTfbsHuvecCtcfStdAlnRep0_vs_wgEncodeUwTfbsHuvecInputStdAlnRep1.narrowPeak	36082
K562Ctcf	peakSeq.optimal.wgEncodeUwTfbsK562CtcfStdAlnRep0_vs_wgEncodeUwTfbsK562InputStdAlnRep1.narrowPeak	37219
NhekCtcf	peakSeq.optimal.wgEncodeUwTfbsNhekCtcfStdAlnRep0_vs_wgEncodeUwTfbsNhekInputStdAlnRep1.narrowPeak	42948
SaecCtcf	peakSeq.optimal.wgEncodeUwTfbsSaecCtcfStdAlnRep0_vs_wgEncodeUwTfbsSaecInputStdAlnRep1.narrowPeak	40946
SknshraCtcf	peakSeq.optimal.wgEncodeUwTfbsSknshraCtcfStdAlnRep0_vs_wgEncodeUwTfbsSknshraInputStdAlnRep1.narrowPeak	41716
Werirb1Ctcf	peakSeq.optimal.wgEncodeUwTfbsWerirb1CtcfStdAlnRep0_vs_wgEncodeUwTfbsWerirb1InputStdAlnRep1.narrowPeak	40673
